name,score,genres,episodes,studios,duration,rank,popularity,favorites,scored_by,members
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,7.7,"Action, Adventure, Fantasy",1,Toei Animation,1 hr 46 min,1307,3628,30,22175,42720
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.7,"Slice of Life, Supernatural",1,Kyoto Animation,23 min,1299,1159,270,131485,224768
Uramichi Oniisan,7.7,Comedy,13,Studio Blanc.,23 min per ep,1283,1030,2537,97352,251405
Boku no Kokoro no Yabai Yatsu: Twi-Yaba,7.69,"Comedy, Romance",1,Shin-Ei Animation,21 min,1327,4276,65,17480,30355
Pokemon Concierge,7.69,Fantasy,4,dwarf,14 min per ep,1316,5952,63,8104,13622
Date A Live V,7.69,"Action, Fantasy, Romance, Sci-Fi",12,Geek Toys,23 min per ep,1328,1913,1311,39347,123305
The iDOLM@STER Cinderella Girls: U149,7.69,Slice of Life,12,CygamesPictures,24 min per ep,1321,5470,162,7210,16992
Xing Yu Siwan Nian,7.69,"Action, Fantasy, Sci-Fi",16,DC Impression Vision,21 min per ep,1322,11031,27,904,2584
Nurarihyon no Mago OVA,7.69,"Action, Supernatural",2,Studio Deen,23 min per ep,1314,4630,22,10845,25579
Kyousou Giga (TV),7.69,"Action, Fantasy",10,Toei Animation,25 min per ep,1311,1292,2006,54619,197822
IDOLiSH7,7.69,Drama,17,TROYCA,24 min per ep,1331,2649,1472,25283,75012
"Yuru Yuri,",7.69,"Comedy, Girls Love",1,Lay-duce,31 min,1323,4054,59,13041,34154
Overlord Movie 2: Shikkoku no Eiyuu,7.69,"Action, Adventure, Fantasy",1,Madhouse,1 hr 33 min,1314,2401,162,29954,87922
BanG Dream! Film Live,7.69,,1,SANZIGEN,1 hr 12 min,1326,5928,41,5848,13805
Princess Principal: Crown Handler Movie 2,7.69,"Action, Mystery",1,Actas,55 min,1317,5358,31,6316,17868
New Game!!,7.69,Comedy,12,Doga Kobo,24 min per ep,1313,983,883,135989,264733
Ai no Utagoe wo Kikasete,7.69,"Drama, Sci-Fi",1,J.C.Staff,1 hr 48 min,1324,2069,740,27830,111074
Shigatsu wa Kimi no Uso: Moments,7.69,,1,A-1 Pictures,23 min,1319,2030,178,63744,114326
Heikousen,7.69,Romance,1,"10Gauge, Studio DURIAN",4 min,,8416,44,3224,5824
Hanasakeru Seishounen,7.69,"Drama, Romance",39,Pierrot,24 min per ep,1330,2741,608,26922,71269
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,7.69,"Adventure, Comedy, Drama, Romance",1,Toei Animation,1 hr,1327,3103,124,30168,56729
Asagao to Kase-san.,7.69,Girls Love,1,Zexcs,58 min,1325,1892,1239,52558,124612
Muumindani no Suisei,7.69,"Adventure, Fantasy, Slice of Life",1,Visual 80,1 hr 12 min,1312,6522,47,5288,10853
Isekai Shokudou 2,7.69,"Fantasy, Gourmet, Slice of Life",12,OLM,23 min per ep,1332,2126,443,45883,106117
Kidou Keisatsu Patlabor: On Television,7.69,"Action, Comedy, Sci-Fi",47,Sunrise,24 min per ep,1310,3627,463,10992,42726
Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,7.69,"Action, Adventure, Fantasy, Romance",1,A-1 Pictures,1 hr 40 min,1320,1836,475,50236,129223
Fruits Basket,7.69,"Drama, Romance, Supernatural",26,Studio Deen,24 min per ep,1329,429,9722,288612,552643
Psycho-Pass Movie,7.69,"Action, Sci-Fi",1,Production I.G,1 hr 53 min,1318,913,553,142851,281847
Transformers 40th Anniversary Special Movie,7.68,Action,1,Trigger,3 min,,13516,10,689,1221
Tensei shitara Slime Datta Ken 3rd Season,7.68,"Action, Comedy, Fantasy",24,8bit,24 min per ep,1352,615,4202,160252,402200
Seitokai Yakuindomo*,7.68,Comedy,13,GoHands,23 min per ep,1351,989,605,127724,263349
Kill la Kill Specials,7.68,"Action, Comedy, Fantasy, Ecchi",2,Trigger,18 min per ep,1345,1248,300,116335,205987
Hakuouki Movie 2: Shikon Soukyuu,7.68,"Action, Drama, Supernatural",1,Studio Deen,1 hr 27 min,1337,4823,70,7668,23232
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.68,"Action, Adventure, Fantasy",12,A-1 Pictures,23 min per ep,1336,235,6421,469313,842883
Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.68,"Action, Fantasy, Horror, Suspense",1,Wit Studio,1 hr 7 min,1346,1721,274,68628,141229
Kidou Senshi Gundam: Gyakushuu no Char,7.68,"Action, Drama, Sci-Fi",1,Sunrise,1 hr 59 min,1344,3176,525,31983,53921
Ani ni Tsukeru Kusuri wa Nai! 3,7.68,Comedy,12,Fanworks,3 min per ep,1333,3714,48,20640,40999
Karakai Jouzu no Takagi-san,7.68,"Comedy, Romance",12,Shin-Ei Animation,23 min per ep,1343,377,5341,305692,613580
Junjou Romantica 2,7.68,"Boys Love, Comedy, Drama",12,Studio Deen,24 min per ep,1340,1385,960,108848,184323
D.Gray-man Hallow,7.68,"Action, Adventure, Fantasy",13,TMS Entertainment,24 min per ep,1335,1316,1081,82664,194839
Princess Sara,7.68,Drama,46,Nippon Animation,25 min per ep,1350,4904,149,10662,22297
Kakushigoto Movie,7.68,Comedy,1,Ajia-do,1 hr 18 min,1342,3610,153,9548,43028
Tsurune: Kazemai Koukou Kyuudou-bu,7.68,Sports,13,Kyoto Animation,24 min per ep,1354,1482,1251,66392,170822
Little Busters! EX,7.68,"Comedy, Drama, Romance, Supernatural",8,J.C.Staff,24 min per ep,1347,3099,159,26709,56833
Ichigo Mashimaro Encore,7.68,"Comedy, Slice of Life",2,Daume,27 min per ep,1339,4647,19,13049,25339
Meitantei Conan Movie 21: Karakurenai no Love Letter,7.68,"Action, Drama, Mystery, Romance",1,TMS Entertainment,1 hr 51 min,1348,4075,41,18316,33792
Uchuu Kaizoku Captain Herlock,7.68,"Action, Adventure, Drama, Sci-Fi",42,Toei Animation,25 min per ep,1355,3742,346,11624,40272
Hourou Musuko,7.68,"Drama, Romance",11,AIC Classic,23 min per ep,1338,1803,1089,42900,133618
Junjou Romantica OVA,7.68,"Boys Love, Comedy, Drama",2,Studio Deen,22 min per ep,1341,3096,77,27236,56878
Naruto: Shippuuden Movie 6 - Road to Ninja,7.68,"Action, Adventure, Fantasy",1,Pierrot,1 hr 49 min,1349,691,634,217191,363249
Aria the Animation,7.68,"Fantasy, Sci-Fi, Slice of Life",13,HAL Film Maker,24 min per ep,1334,1489,2303,52465,169906
Tiger & Bunny Movie 2: The Rising,7.68,"Action, Comedy, Mystery, Sci-Fi",1,Sunrise,1 hr 40 min,1353,4133,50,14135,32961
Rilakkuma to Kaoru-san,7.67,Slice of Life,13,dwarf,11 min per ep,1378,5500,181,8997,16717
Princess Principal,7.67,"Action, Mystery",12,"Actas, Studio 3Hz",24 min per ep,1377,1193,2456,80188,217467
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,7.67,"Drama, Fantasy, Romance, Sci-Fi",12,"Satelight, C2C",24 min per ep,1358,582,4661,197768,419544
Kanojo to Kanojo no Neko: Everything Flows,7.67,Slice of Life,4,LIDENFILMS Kyoto Studio,7 min per ep,1371,1729,699,60813,140037
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.67,Drama,6,Studio Gokumi,24 min per ep,1361,3431,192,17486,46902
Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,7.67,Hentai,2,T-Rex,16 min per ep,,4720,350,12327,24462
Kengan Ashura Part 2,7.67,Action,12,Larx Entertainment,24 min per ep,1372,2043,398,69942,113191
Break Blade Movie 6: Doukoku no Toride,7.67,"Action, Fantasy",1,"Production I.G, Xebec",52 min,1365,3130,24,33251,55527
Soukou Kihei Votoms,7.67,"Action, Drama, Sci-Fi",52,Sunrise,25 min per ep,1359,4522,387,6872,27102
Space Cobra,7.67,"Action, Adventure, Sci-Fi",31,Tokyo Movie Shinsha,24 min per ep,1360,4644,285,7955,25420
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,7.67,"Adventure, Sci-Fi",2,Toei Animation,54 min per ep,1379,6567,17,5070,10646
Macross F: Close Encounter - Deculture Edition,7.67,"Action, Sci-Fi",1,Satelight,27 min,1375,6037,5,5898,13101
Chi's Sweet Home,7.67,"Comedy, Slice of Life",104,Madhouse,3 min per ep,1366,2840,451,28025,66711
Bai Yao Pu 3rd Season,7.67,"Adventure, Fantasy, Mystery, Supernatural",12,CMC Media,25 min per ep,1363,9896,15,1039,3651
Kami nomi zo Shiru Sekai: Tenri-hen,7.67,"Comedy, Romance, Supernatural",2,Manglobe,23 min per ep,1370,1727,106,83389,140239
Kitarou Tanjou: Gegege no Nazo,7.67,"Comedy, Supernatural",1,Toei Animation,1 hr 45 min,1373,7443,21,1031,7808
Mahouka Koukou no Rettousei: Tsuioku-hen,7.67,"Action, Fantasy, Sci-Fi",1,8bit,1 hr 11 min,1376,2318,341,34887,93407
InuYasha Movie 2: Kagami no Naka no Mugenjou,7.67,"Action, Adventure, Fantasy, Romance",1,Sunrise,1 hr 39 min,1369,2103,265,59240,108479
Shoujo Kakumei Utena: Adolescence Mokushiroku,7.67,"Avant Garde, Drama, Fantasy, Girls Love",1,J.C.Staff,1 hr 25 min,1357,3086,714,28516,57191
Shin Kidou Senki Gundam Wing,7.67,"Action, Drama, Sci-Fi",49,Sunrise,24 min per ep,1356,1528,2412,92062,165182
Love Live! Superstar!! 2nd Season,7.67,Slice of Life,12,Sunrise,23 min per ep,1374,3942,314,15815,36011
Hanhua Riji 3rd Season,7.67,"Comedy, Supernatural",12,L²Studio,13 min per ep,1368,9969,8,1335,3555
Baka to Test to Shoukanjuu Ni!,7.67,"Comedy, Romance",13,SILVER LINK.,24 min per ep,1364,665,1203,228650,378014
Doupo Cangqiong: Yuanqi,7.67,"Action, Adventure, Fantasy, Romance",3,Motion Magic,29 min per ep,1367,9806,37,1485,3771
3D Kanojo: Real Girl 2nd Season,7.67,Romance,12,Hoods Entertainment,22 min per ep,1362,1280,1224,106689,199429
Cang Yuan Tu: Dongning Fu Fanwai Pian,7.66,"Action, Adventure, Fantasy",4,,23 min per ep,1396,13681,5,422,1164
Shukusei!! Loli Kami Requiem ☆,7.66,,1,,4 min,,12584,7,1047,1595
Jujutsu Kaisen 2nd Season Recaps,7.66,"Action, Supernatural",2,MAPPA,24 min per ep,1380,4429,195,12654,28277
Marine Shukkou!!,7.66,,1,Frontier One,2 min,,8374,39,3509,5888
Doupo Cangqiong 2nd Season,7.66,"Action, Adventure, Fantasy, Romance",12,Motion Magic,19 min per ep,1398,6520,43,5666,10880
Kindaichi Shounen no Jikenbo Returns 2nd Season,7.66,Mystery,22,Toei Animation,24 min per ep,1381,6151,31,5242,12536
Cardcaptor Sakura: Clear Card-hen,7.66,"Adventure, Comedy, Romance",22,Madhouse,25 min per ep,1397,1859,694,48308,128108
Kuroko no Basket 3rd Season NG-shuu,7.66,"Comedy, Sports",9,Production I.G,2 min per ep,1383,3438,82,19180,46734
Doupo Cangqiong Specials,7.66,"Action, Adventure, Fantasy",2,Motion Magic,25 min per ep,1399,8282,29,3274,6033
Meitantei Conan Movie 17: Zekkai no Private Eye,7.66,"Adventure, Comedy, Mystery",1,TMS Entertainment,1 hr 50 min,1386,3710,17,22969,41080
Bungou Stray Dogs: Hitori Ayumu,7.66,"Action, Mystery",1,Bones,23 min,1395,1403,360,96189,180758
Aoi Bungaku Series,7.66,"Drama, Suspense",12,Madhouse,23 min per ep,1393,1145,1602,66722,226841
Shoujo☆Kageki Revue Starlight,7.66,Drama,12,Kinema Citrus,24 min per ep,1390,2331,1568,33008,92242
ACCA: 13-ku Kansatsu-ka,7.66,"Drama, Mystery",12,Madhouse,24 min per ep,1392,1480,1618,72192,170905
Hai to Gensou no Grimgar,7.66,"Action, Adventure, Drama, Fantasy",12,A-1 Pictures,24 min per ep,1403,274,6515,392089,766165
Hayate no Gotoku!!,7.66,"Action, Comedy, Romance",25,J.C.Staff,24 min per ep,1404,1983,462,58275,117625
Evangelion Movie 3: Q,7.66,"Action, Award Winning, Drama, Sci-Fi, Suspense",1,Khara,1 hr 35 min,1401,516,2113,279552,465503
Rurouni Kenshin DVD-BOX Special Ending,7.66,Romance,1,Studio Deen,2 min,1389,5224,60,7637,19197
Ichigo Mashimaro OVA,7.66,"Comedy, Slice of Life",3,Daume,25 min per ep,1405,4428,22,15257,28279
Initial D Battle Stage 2,7.66,"Action, Drama",1,A.C.G.T.,1 hr 20 min,1406,4111,44,15428,33283
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,7.66,"Comedy, Supernatural",12,HMCH,8 min per ep,1385,12242,8,647,1785
Gokinjo Monogatari,7.66,"Comedy, Drama, Romance",50,Toei Animation,25 min per ep,1402,4390,403,6028,28814
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,7.66,Slice of Life,13,Sunrise,24 min per ep,1384,3685,444,16577,41485
Binbougami ga!,7.66,"Comedy, Supernatural",13,Sunrise,23 min per ep,1394,1080,1241,114104,240382
Pokemon Movie 01: Mewtwo no Gyakushuu,7.66,"Action, Adventure, Award Winning, Comedy, Fantasy",1,OLM,1 hr 25 min,1388,938,449,184594,274359
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.66,"Adventure, Drama, Fantasy",1,Shaft,28 min,1382,3250,31,22898,51668
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,7.66,"Action, Mystery, Supernatural",1,Shuka,23 min,1400,2796,53,29667,68877
Mousou Dairinin,7.66,"Avant Garde, Award Winning, Drama, Mystery, Supernatural, Suspense",13,Madhouse,24 min per ep,1387,552,5905,170322,442100
Tenkuu no Escaflowne,7.66,"Action, Adventure, Fantasy, Romance, Suspense",26,Sunrise,24 min per ep,1391,1508,2217,68081,167504
Mushen Ji,7.65,"Action, Adventure, Fantasy",26,Sparkly Key Animation Studio,20 min per ep,1426,14746,9,205,876
Veil (July 2019),7.65,,1,,3 min,,9451,45,2387,4203
Tondemo Skill de Isekai Hourou Meshi,7.65,"Adventure, Comedy, Fantasy, Gourmet",12,MAPPA,23 min per ep,1435,945,2045,144744,272038
Dekiru Neko wa Kyou mo Yuuutsu,7.65,Comedy,13,GoHands,23 min per ep,1413,2024,709,44670,114651
Oniichan wa Oshimai!,7.65,Comedy,12,Studio Bind,23 min per ep,1429,1504,2388,79725,167549
Kengan Ashura Season 2,7.65,Action,12,Larx Entertainment,24 min per ep,1419,3682,117,19623,41515
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,7.65,"Slice of Life, Supernatural",1,Brain's Base,22 min,1427,3894,33,18336,36946
Kuroko no Basket NG-shuu,7.65,"Comedy, Sports",9,Production I.G,4 min per ep,1421,2815,54,33744,67946
Mitsudomoe Zouryouchuu!,7.65,Comedy,8,Bridge,24 min per ep,1424,3396,88,26936,47594
Code Geass: Hangyaku no Lelouch II - Handou,7.65,"Action, Sci-Fi",1,Sunrise,2 hr 12 min,1412,2564,115,30537,79204
Shirobako Movie,7.65,"Comedy, Drama",1,P.A. Works,2 hr,1433,3194,73,15269,53423
Arslan Senki (TV),7.65,"Action, Adventure, Drama, Fantasy",25,"SANZIGEN, LIDENFILMS",24 min per ep,1409,650,1758,170974,385607
Non Non Biyori: Okinawa e Ikukoto ni Natta,7.65,Slice of Life,1,SILVER LINK.,20 min,1428,2814,53,37439,67966
Toaru Kagaku no Railgun,7.65,"Action, Fantasy, Sci-Fi",24,J.C.Staff,24 min per ep,1434,366,6021,295210,627990
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,7.65,"Action, Comedy, Supernatural",1,Bones,24 min,1425,2051,89,65058,112575
Ansatsu Kyoushitsu: Kagaijugyou-hen,7.65,"Action, Comedy",8,Lerche,5 min per ep,1408,2666,173,27667,74190
Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,7.65,"Adventure, Comedy, Mystery",1,TMS Entertainment,23 min,1423,6550,7,4334,10698
Shin Mazinger Shougeki! Z-hen,7.65,"Action, Drama",26,"Bee Media, Code",23 min per ep,1432,5492,165,5866,16795
Bokura wa Minna Kawai-sou,7.65,Romance,12,Brain's Base,24 min per ep,1410,634,2265,197194,393330
Kuroshitsuji,7.65,"Action, Mystery, Supernatural",24,A-1 Pictures,24 min per ep,1422,121,22992,626870,1224415
Giovanni no Shima,7.65,"Award Winning, Drama",1,Production I.G,1 hr 42 min,1417,4059,72,11340,34067
Chibi Maruko-chan,7.65,Comedy,142,Nippon Animation,24 min per ep,1411,5976,115,6237,13505
Digimon Tamers,7.65,"Adventure, Comedy, Fantasy",51,Toei Animation,25 min per ep,1414,1254,1980,126927,204538
Yuuseiboushi,7.65,,1,,4 min,,11058,16,1555,2567
Tsuritama,7.65,"Comedy, Sci-Fi",12,A-1 Pictures,23 min per ep,1436,1461,2296,60865,172261
Seto no Hanayome,7.65,"Comedy, Romance, Supernatural",26,"Gonzo, AIC",24 min per ep,1431,762,3003,147470,337420
Seikai no Senki,7.65,"Action, Romance, Sci-Fi",13,Sunrise,25 min per ep,1430,3975,277,15202,35405
Hanma Baki: Son of Ogre,7.65,Sports,12,TMS Entertainment,24 min per ep,1418,1409,707,107354,178743
Fairy Tail (2014),7.65,"Action, Adventure, Fantasy",102,"A-1 Pictures, Bridge",24 min per ep,1415,161,12470,577945,1035101
Free! Movie 2: Timeless Medley - Yakusoku,7.65,Sports,1,"Kyoto Animation, Animation Do",1 hr 37 min,1416,3508,60,14302,45341
Akebi-chan no Sailor-fuku,7.65,Slice of Life,12,CloverWorks,23 min per ep,1407,1283,1179,74365,199026
Kimi to Boku.,7.65,Slice of Life,13,J.C.Staff,24 min per ep,1420,1339,1394,63491,190780
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,7.64,"Boys Love, Comedy",12,Satelight,23 min per ep,1444,2661,718,33147,74392
Sugar Apple Fairy Tale Part 2,7.64,"Adventure, Drama, Fantasy, Romance",12,J.C.Staff,22 min per ep,1439,2793,351,29990,68962
Shixiong A Shixiong,7.64,"Action, Adventure, Fantasy",13,Sparkly Key Animation Studio,20 min per ep,1438,11477,15,852,2261
Psycho-Pass Movie: Providence,7.64,"Action, Mystery, Sci-Fi, Suspense",1,Production I.G,2 hr,1461,3189,170,12824,53609
Minami-ke Tadaima,7.64,Comedy,13,feel.,24 min per ep,1457,3031,85,26056,59372
Aggressive Retsuko (ONA),7.64,Comedy,10,Fanworks,15 min per ep,1445,1359,1362,121309,188446
Rokuhou-dou Yotsuiro Biyori,7.64,"Gourmet, Slice of Life",12,Zexcs,23 min per ep,1462,3963,216,12965,35581
Kidou Senshi Gundam Unicorn RE:0096,7.64,"Action, Drama, Sci-Fi",22,Sunrise,23 min per ep,1455,3889,183,17049,37154
Gakuen Alice,7.64,Comedy,26,Group TAC,25 min per ep,1453,2170,1487,52930,103403
Working!!,7.64,Comedy,13,A-1 Pictures,24 min per ep,1441,548,2515,210025,443434
Shingeki no Kyojin Season 3 Specials,7.64,Comedy,7,Studio Moriken,2 min per ep,1436,3754,77,13070,40061
Nezha Zhi Mo Tong Jiang Shi,7.64,"Action, Comedy, Drama, Fantasy",1,October Media,1 hr 50 min,1458,5680,64,6859,15352
Princess Principal: Crown Handler Movie 3,7.64,"Action, Mystery",1,Actas,1 hr,1460,6090,24,3279,12805
Minami-ke,7.64,Comedy,13,Daume,24 min per ep,1456,1417,1075,72429,177416
Date A Bullet: Nightmare or Queen,7.64,"Action, Fantasy, Sci-Fi",1,Geek Toys,29 min,1448,2594,328,37608,77640
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,7.64,"Adventure, Comedy, Fantasy",1,Shin-Ei Animation,1 hr 52 min,1450,6459,13,6930,11091
Drifters: Special Edition,7.64,"Action, Adventure, Comedy, Fantasy",1,Hoods Entertainment,41 min,1451,3966,26,16575,35568
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.64,Drama,6,Studio Gokumi,24 min per ep,1443,3589,228,17104,43472
Pandora Hearts,7.64,"Adventure, Fantasy, Mystery",25,Xebec,24 min per ep,1459,553,5226,178163,441344
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,7.64,Comedy,1,Kyoto Animation,30 min,1452,2725,99,41248,72322
Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,7.64,"Boys Love, Comedy, Drama",1,CloverWorks,1 hr 18 min,1447,3921,483,8004,36470
Yama no Susume: Next Summit,7.64,"Adventure, Slice of Life",12,8bit,24 min per ep,1442,4551,112,7477,26830
Doraemon Movie 07: Nobita to Tetsujin Heidan,7.64,"Adventure, Comedy, Fantasy",1,Shin-Ei Animation,1 hr 40 min,1449,6939,22,5934,9380
Kami nomi zo Shiru Sekai,7.64,"Comedy, Romance, Supernatural",12,Manglobe,23 min per ep,1455,354,5817,340855,645763
Arashi no Yoru ni,7.64,"Adventure, Comedy, Drama, Fantasy",1,Group TAC,1 hr 47 min,1446,4738,212,11257,24216
Tokyo Revengers: Seiya Kessen-hen,7.64,"Action, Drama",13,LIDENFILMS,23 min per ep,1440,641,2545,171475,390628
"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",7.63,"Action, Adventure, Fantasy",12,"Felix Film, Ga-Crew",23 min per ep,1471,2095,525,52998,108950
Di Yi Xulie,7.63,"Action, Adventure, Fantasy, Sci-Fi",16,Passion Paint Animation,19 min per ep,1482,12172,21,602,1830
Fanren Xiu Xian Chuan: Chongzhi Ban,7.63,"Action, Adventure, Fantasy",21,"Original Force, Wonder Cat Animation",18 min per ep,1484,13883,3,374,1097
Mahou Shoujo ni Akogarete,7.63,"Action, Comedy, Girls Love, Ecchi",13,Asahi Production,23 min per ep,1465,1447,1942,79216,174276
Kaibutsu,7.63,,1,,3 min,,11973,7,1210,1954
Poyopoyo Kansatsu Nikki,7.63,"Comedy, Slice of Life",52,Studio Deen,3 min per ep,1470,4955,152,9801,21803
Konnichiwa Anne: Before Green Gables,7.63,Drama,39,Nippon Animation,20 min per ep,1463,7217,50,2485,8523
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,7.63,"Action, Drama, Sci-Fi",26,Xebec,25 min per ep,1474,4715,86,8146,24534
Orange,7.63,"Drama, Romance, Sci-Fi",13,Telecom Animation Film,24 min per ep,1468,225,7176,414340,859536
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,7.63,,1,Toei Animation,1 hr 13 min,1487,7224,14,4423,8510
Bokura wa Minna Kawai-sou: Hajimete no,7.63,Romance,1,Brain's Base,23 min,1479,3249,40,28095,51673
Inuyashiki,7.63,"Action, Drama, Sci-Fi, Suspense",11,MAPPA,22 min per ep,1488,330,3954,324867,673732
Machikado Mazoku,7.63,Comedy,12,J.C.Staff,24 min per ep,1465,1454,1227,66195,173502
5-toubun no Hanayome,7.63,"Comedy, Romance",12,Tezuka Productions,24 min per ep,1476,171,14170,646754,1003888
Bishoujo Senshi Sailor Moon SuperS,7.63,Romance,39,Toei Animation,24 min per ep,1479,1898,562,63748,124423
Nejimaki Seirei Senki: Tenkyou no Alderamin,7.63,"Action, Adventure, Fantasy",13,Madhouse,23 min per ep,1467,775,1515,164525,332696
Ranma ½ Super,7.63,"Action, Adventure, Comedy, Romance, Supernatural",3,Studio Deen,26 min per ep,1471,5053,24,9690,20887
Hachimitsu to Clover Specials,7.63,"Comedy, Drama, Romance",2,J.C.Staff,22 min per ep,1486,4177,41,16511,31970
Fairy Tail: 100-nen Quest,7.63,"Action, Adventure, Fantasy",25,J.C.Staff,23 min per ep,1483,1628,1661,28853,152359
Cardcaptor Sakura Movie 1,7.63,"Award Winning, Comedy, Drama",1,Madhouse,1 hr 21 min,1480,2171,203,60291,103090
Sidonia no Kishi,7.63,"Action, Sci-Fi",12,Polygon Pictures,25 min per ep,1473,1094,1512,111975,237712
Ao Haru Ride,7.63,Romance,12,Production I.G,23 min per ep,1477,184,10892,515804,966585
Genshiken,7.63,Slice of Life,12,Palm Studio,25 min per ep,1485,1378,1478,72863,185195
Daa! Daa! Daa!,7.63,"Comedy, Sci-Fi",78,J.C.Staff,25 min per ep,1482,4549,253,12263,26833
Yowamushi Pedal: New Generation,7.63,Sports,25,TMS Entertainment,23 min per ep,1475,2481,123,40255,83643
Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,7.63,Boys Love,1,Studio Deen,23 min,1473,3772,215,16676,39731
Overlord Movie 1: Fushisha no Ou,7.63,"Action, Adventure, Fantasy",1,Madhouse,1 hr 42 min,1468,2328,140,31120,92506
Ojamajo Carnival!!,7.62,,1,Toei Animation,1 min,1513,11934,5,836,1976
Mashle,7.62,"Action, Comedy, Fantasy",12,A-1 Pictures,23 min per ep,1508,326,4364,373073,675646
Free!: FrFr - Short Movie,7.62,"Comedy, Sports",7,"Kyoto Animation, Animation Do",2 min per ep,1498,2659,104,34320,74548
